sep=, 
timestamp, positionX , positionY , positionZ , orientationX , orientationY , orientationZ 
0.427000000,-2.00001,-0.5,-0.0010074,-1.66291e-06,0.00158965,8.06192e-07
0.461000000,-2.00001,-0.5,-0.0010074,-1.66302e-06,0.00158965,8.68035e-07
0.494000000,-2.00001,-0.5,-0.0010074,-1.66312e-06,0.00158965,9.2806e-07
0.527000000,-2.00001,-0.499999,-0.0010074,-1.66322e-06,0.00158965,9.88084e-07
0.561000000,-2.00001,-0.499999,-0.0010074,-1.66333e-06,0.00158965,1.04993e-06
0.594000000,-2.00001,-0.499999,-0.0010074,-1.66343e-06,0.00158965,1.10995e-06
0.627000000,-2.00001,-0.499999,-0.0010074,-1.66353e-06,0.00158965,1.16998e-06
0.661000000,-2,-0.499999,-0.0010074,-1.66363e-06,0.00158965,1.23182e-06
0.694000000,-2,-0.499999,-0.0010074,-1.66373e-06,0.00158965,1.29185e-06
0.727000000,-2,-0.499999,-0.0010074,-1.66383e-06,0.00158965,1.35187e-06
0.761000000,-2,-0.499999,-0.0010074,-1.66393e-06,0.00158965,1.41372e-06
0.794000000,-2,-0.499999,-0.0010074,-1.66403e-06,0.00158965,1.47374e-06
0.827000000,-2,-0.499999,-0.0010074,-1.66413e-06,0.00158965,1.53377e-06
0.860000000,-2,-0.499999,-0.0010074,-1.66423e-06,0.00158965,1.59562e-06
0.894000000,-2,-0.499999,-0.0010074,-1.66433e-06,0.00158965,1.65564e-06
0.927000000,-2,-0.499999,-0.0010074,-1.66443e-06,0.00158965,1.71567e-06
0.961000000,-2,-0.499999,-0.0010074,-1.66453e-06,0.00158965,1.77752e-06
0.994000000,-2,-0.499999,-0.0010074,-1.66463e-06,0.00158965,1.83754e-06
1.027000000,-2,-0.499999,-0.0010074,-1.66472e-06,0.00158965,1.89757e-06
1.061000000,-2,-0.499999,-0.0010074,-1.66483e-06,0.00158965,1.95942e-06
1.094000000,-2,-0.499999,-0.0010074,-1.66492e-06,0.00158965,2.01944e-06
1.127000000,-2,-0.499999,-0.0010074,-1.66502e-06,0.00158965,2.07947e-06
1.161000000,-2,-0.499999,-0.0010074,-1.66512e-06,0.00158965,2.14132e-06
1.194000000,-2,-0.499999,-0.0010074,-1.66522e-06,0.00158965,2.20134e-06
1.227000000,-2,-0.499999,-0.0010074,-1.66531e-06,0.00158965,2.26137e-06
1.261000000,-2,-0.499999,-0.0010074,-1.66541e-06,0.00158965,2.32322e-06
1.294000000,-2,-0.499999,-0.0010074,-1.66551e-06,0.00158965,2.38325e-06
1.327000000,-2,-0.499999,-0.0010074,-1.66561e-06,0.00158965,2.44328e-06
1.361000000,-2,-0.499999,-0.0010074,-1.66571e-06,0.00158965,2.50512e-06
1.394000000,-2,-0.499999,-0.0010074,-1.6658e-06,0.00158965,2.56515e-06
1.427000000,-2,-0.499999,-0.0010074,-1.6659e-06,0.00158965,2.62518e-06
1.461000000,-2,-0.499999,-0.0010074,-1.666e-06,0.00158965,2.68703e-06
1.494000000,-2,-0.499999,-0.0010074,-1.6661e-06,0.00158965,2.74706e-06
1.527000000,-2,-0.499999,-0.0010074,-1.66619e-06,0.00158965,2.80709e-06
1.561000000,-2,-0.499999,-0.0010074,-1.66629e-06,0.00158965,2.86893e-06
1.593000000,-2,-0.499999,-0.0010074,-1.66639e-06,0.00158965,2.92896e-06
1.627000000,-2,-0.499999,-0.0010074,-1.66648e-06,0.00158965,2.98899e-06
1.661000000,-2,-0.499999,-0.0010074,-1.66658e-06,0.00158965,3.05084e-06
1.694000000,-2,-0.499999,-0.0010074,-1.66668e-06,0.00158965,3.11087e-06
1.727000000,-2,-0.499999,-0.0010074,-1.66677e-06,0.00158965,3.1709e-06
1.761000000,-2,-0.499999,-0.0010074,-1.66687e-06,0.00158965,3.23275e-06
1.794000000,-2,-0.499999,-0.0010074,-1.66697e-06,0.00158965,3.29278e-06
1.827000000,-2,-0.499999,-0.0010074,-1.66706e-06,0.00158965,3.35281e-06
1.861000000,-2,-0.499999,-0.0010074,-1.66716e-06,0.00158965,3.41466e-06
1.894000000,-2,-0.499999,-0.0010074,-1.66726e-06,0.00158965,3.47469e-06
1.927000000,-2,-0.499999,-0.0010074,-1.66736e-06,0.00158965,3.53472e-06
1.961000000,-2,-0.499999,-0.0010074,-1.66745e-06,0.00158965,3.59657e-06
1.994000000,-2,-0.499999,-0.0010074,-1.66755e-06,0.00158965,3.6566e-06
2.027000000,-2,-0.499999,-0.0010074,-1.66765e-06,0.00158965,3.71663e-06
2.060000000,-2,-0.499999,-0.0010074,-1.66774e-06,0.00158965,3.77848e-06
2.094000000,-2,-0.499999,-0.0010074,-1.66784e-06,0.00158965,3.83852e-06
2.127000000,-2,-0.499999,-0.0010074,-1.66794e-06,0.00158965,3.89855e-06
2.161000000,-2,-0.499999,-0.0010074,-1.66803e-06,0.00158965,3.9604e-06
2.194000000,-2,-0.499999,-0.0010074,-1.66813e-06,0.00158965,4.02043e-06
2.227000000,-2,-0.499999,-0.0010074,-1.66823e-06,0.00158965,4.08046e-06
2.261000000,-2,-0.499998,-0.0010074,-1.66832e-06,0.00158965,4.14231e-06
2.293000000,-2,-0.499998,-0.0010074,-1.66842e-06,0.00158965,4.20235e-06
2.327000000,-2,-0.499998,-0.0010074,-1.66852e-06,0.00158965,4.26238e-06
2.361000000,-2,-0.499998,-0.0010074,-1.66861e-06,0.00158965,4.32423e-06
2.394000000,-2,-0.499998,-0.0010074,-1.66871e-06,0.00158965,4.38426e-06
2.427000000,-2,-0.499998,-0.0010074,-1.6688e-06,0.00158965,4.44429e-06
2.461000000,-2,-0.499998,-0.0010074,-1.6689e-06,0.00158965,4.50615e-06
2.494000000,-2,-0.499998,-0.0010074,-1.669e-06,0.00158965,4.56618e-06
2.527000000,-2,-0.499998,-0.0010074,-1.66909e-06,0.00158965,4.62621e-06
2.561000000,-2,-0.499998,-0.0010074,-1.66919e-06,0.00158965,4.68806e-06
2.594000000,-2,-0.499998,-0.0010074,-1.66929e-06,0.00158965,4.7481e-06
2.627000000,-2,-0.499998,-0.0010074,-1.66938e-06,0.00158965,4.80813e-06
2.661000000,-2,-0.499998,-0.0010074,-1.66948e-06,0.00158965,4.86998e-06
2.694000000,-2,-0.499998,-0.0010074,-1.66958e-06,0.00158965,4.93002e-06
2.727000000,-2,-0.499998,-0.0010074,-1.66967e-06,0.00158965,4.99005e-06
2.761000000,-2,-0.499998,-0.0010074,-1.66977e-06,0.00158965,5.0519e-06
2.794000000,-2,-0.499998,-0.0010074,-1.66987e-06,0.00158965,5.11194e-06
2.827000000,-2,-0.499998,-0.0010074,-1.66996e-06,0.00158965,5.17197e-06
2.861000000,-2,-0.499998,-0.0010074,-1.67006e-06,0.00158965,5.23383e-06
2.894000000,-2,-0.499998,-0.0010074,-1.67016e-06,0.00158965,5.29386e-06
2.927000000,-2,-0.499998,-0.0010074,-1.67025e-06,0.00158965,5.3539e-06
2.961000000,-2,-0.499998,-0.0010074,-1.67035e-06,0.00158965,5.41575e-06
2.994000000,-2,-0.499998,-0.0010074,-1.67045e-06,0.00158965,5.47578e-06
